"","Title","Notes","positive","negative","score","topic"
"1387","Junkcharts Trifecta Checkup: The Definitive Guide","Explore the form of junk data from three questions :1. what is the question? 2. what does the data say? 3. what does the visual say. The lack of answer of any of three question will leads to a type of junk chart.",1,3,-2,2
"1388","Analyzing the Longitudinal K-12 Grading Histories of Entire Cohorts of Students: Grades, Data Driven Decision Making, Dropping out and Hierarchical Cluster Analysis","School personnel currently lack an effective method to pattern and visually interpret disaggregated achievement data collected on students as a means to help inform decision making. This study, through the examination of longitudinal K-12 teacher assigned grading histories for entire cohorts of students from a school district (n=188), demonstrates a novel application of hierarchical cluster analysis and pattern visualization in which all data points collected on every student in a cohort can be patterned, visualized and interpreted to aid in data driven decision making by teachers and administrators. The study design and the hierarchical clustering and visualization clustergram methods are adapted from the data mining literature detailed above. The central purpose of this study is to introduce hierarchical cluster analysis and pattern visualization methods from the data mining literature and demonstrate the method’s utility through one example, identification of student dropout from student K-12 longitudinal grades. This study details the application of HCA and visualization of subject-specific teacher assigned grades. While there is disagreement in the data mining literature over which distance measure and clustering algorithm are best for different applications, the uncentered correlation and average linkage methods were chosen here based on their known ability to provide distinctive clusters to provide an initial example application of the method.",1,2,-1,3
"1389","Understanding Classrooms through Social Network Analysis: A Primer for Social Network Analysis in Education Research","This passage provides a very new perspective to help the performance in class. It tries to develop student performance from social network. Some researches show that their might be an inner relationship between the position in social network and class performance for students. It could be a new way to discover how could we use big data and users history and records to analysis student’s performance in class, could this be a way to help students get better performance can be discussed more.  ",1,0,1,4
"1390","Why Students Should Own Their Educational Data","Different students have different ways to study, owning their educational data could help students know themselves more, therefore improve their study performance. Nowadays, data analyzing is changing from groups to individuals. Group analyzing is useful but not applicable to everyone, behavior information should be analyzed based on each person. It is because different people are different, group analyzing may not be able to perfectly represent their study behavior. It could be great to have a more specific study methods for each student rather than a group.",2,0,2,2
"1391","Knowledge tracing: Modeling the acquisition of procedural knowledge","This paper describes an effort to model students’ changing knowledge state skill acquisition. Students build a model called Knowledge tracing with APT.  The tutor presents an individualized sequence of exercise to the student based on these probability estimates until the student has ‘mastered’ each rule. According to the research, effective learning environment can make students significantly accelerate the learning speed and master cognitive skills.",2,0,2,3
"1392","Learning Analytics and Educational Data Mining: Towards Communication and Collaboration","LAK (Analytics methods) and EDM (Software methods) are two different tools which can both increase and formal communication and collaboration through many fields. Although they both reflect the emergence of data-intensive approaches to education, LAK and EDM have different focus on discovery, reduction &amp; holism, origins, Adaption &amp; personalization, techniques &amp; methods. Friendly competition between the LAK and EDM communities can promote the growth of each community in science.",0,0,0,2
"1393","Evaluating Machine Learning Models","There are many indicators of supervised learning model, and we need to fully consider the diversity and accuracy of indicators when building the model. But at the same time, I think the development of the model should also be considered. With the change of objective factors, the importance of different indicators is constantly changing, so it is necessary to timely adjust the proportion of each indicator that affects the model, because no indicator is always important.",1,1,0,4
"1394","Why Opting Out of Student Data Collection Isn’t the Solution","Privacy choice is a very common option in browsing network, but should we use the data to analyse the behavior of students. The main concerns would be the policies and parents don’t trust the use of data. They are worrying that the data may be used to unproper ways. When analyzing data, parents’ choices should be respect and considered. We should looking for other ways to develop the data analyzing and use again.",2,1,1,2
"1395","Why Is Measuring Learning So Difficult?","Learning is very difficult to measuring because learning is multi-dimensional things and difficult to find the reliable simple indicators we can trust to measure it.",1,2,-1,1
"1396","Saturday Morning Breakfast Cereal","This comic is using an interesting way to explain how stupid is to find out a uniformly feature of engineering and provide the related education to the kids.",0,1,-1,2
"1397","Data wranglers: human interpreters to help close the feedback loop","The paper describes a programme of human Data Wranglers deployed at the Open University,UK,charged with making sense of a range of data sources related to learning,analyzing that data in the light of their understanding of practice in individual faculties/departments,and producing reports that summarize the key points and make actionable recommendations.The author has presented an account of Data Wranglers.Substantial progress has been made in establishing a Community of Practice in learning analytics data to academics who are in a position to take action,and through extensive engagement.Progress has also been made in improving institutional learning about the quality and interpretation of the available data,and hoe better data can be captured and made available. students and teachers are closest to the learning experience and best placed to take rapid, appropriate action in the light of learning analytics data, but managers and policymakers are able to take action at a much greater scale of impact. The process can appear messy, and it is easy to focus on disappointments. However, it is only through the detailed process of engagement and dialogue between analysts, stakeholders and the data that insight and organizational change are developed.  ",6,2,4,1
"1398","Zuckerberg is ploughing billions into 'personalised learning' – why?","Zuckerberg’s personalized learning plan is considered as a way to improve learning effectiveness. But there could be some disadvantages. Such as children only care about what they are interested in, or they don’t have a fixed hobby or their personal information is not protected properly. Although personalized learning could be a good way to improve study effectiveness, those flaws could have a bad effect to children’s study, this is something we don’t know.",5,3,2,2
"1399","Feature Selection","The complexity of the model will increase exponentially with the increase in the number of the features. So we must use some algorithms to simplify the features, retaining only a few features that are important to the model.",0,1,-1,5
"1400","Chapter 1: Social Network Data","Traditional data focuses on itself, but network data focuses on different data analysis methods and ways of thinking to guide different results.Network data is considered from a more holistic perspective, considering the connections between data. Network data analysts tend to see individuals nested within networks relationships with others.Network data sets are often used to describe the relationships between nodes.  ",0,0,0,4
"1401","RStudio Cheat Sheets","R cheat sheet provides the detailed information about the R panel.",0,1,-1,1
"1402","Predicting college enrollment from student interaction with an intelligent tutoring system in middle school","This reading can not be found.",0,0,0,5
"1403","Translating Learning into Numbers: A Generic Framework for Learning Analytics","Learning Analytics (LA) is expected to become a powerful means to inform and support learners, teachers and their institutions in better understanding and predicting personal learning needs and performance with the increase in available educational data. In this paper, the author explored the key dimensions of Learning Analytics, the critical problem zones, and some potential dangers to the beneficial exploitation of educational data.The paper proposed and discussed a generic design framework that can act as a useful guide for setting up Learning Analytics services in support of educational practice and learner guidance, in quality assurance, curriculum development, and in improving teacher effectiveness and efficiency. The six dimensions of the proposed LA framework are:stakeholders, objectives, data, instruments, external constraints, and internal limitations.Each of the dimensions can be subdivided into several instantiations falling into that dimension. The main opportunities for LA as a domain are to unveil and contextualize so far hidden information out of the educational data and prepare it for the different stakeholders. The author proposed framework model in the paper which stressed the inherent connections between the six different dimensions and the impact of the analytics process on the end user and the data suppliers. If one of the parameters changes, the outcome and anticipated benefits will change. It is therefore our conviction that only the consideration of all six dimensions in the design process can lead to optimal exploitation of LA. LA has the potential for new insights into learning processes by making hitherto invisible patterns in the educational data visible to researchers and end users, and to enable development of new instruments for everyday educational practice. However, there are substantial uncertainties about the extent of impact LA will have on education and learning in general. The proposed framework model is motivated by the potential and opportunities that LA offers in its relevance for educational development and opportunities to personalize learning.",7,9,-2,1
"1404","The Big Five and Visualisations of Team Work Activity","Visualization could be a very useful tool to improve effectiveness. There’s a lot of factors need to be considered in teamwork. If we can use computer tools to provide visualization to help team member from social psychology level, that could help the team to improve their performance.",1,0,1,2
"1405","Teaching Recommender Systems at Large Scale: Evaluation and Lessons Learned from a Hybrid MOOC","This article includes qualitative observations, lessons learned, and future directions.",0,0,0,4
"1406","A Matrix Factorization Method for Mapping Items to Skills and for Enhancing Expert-Based Q-Matrices","Introducing the basic rule and theory of matrix factorization.",0,0,0,5
"1407","Machine Beats Experts: Automatic Discovery of Skill Models for Data-Driven Online Course Refinement","In order to discover the most efficient, practical methods from the data of online course, experts from CMU compare their method with existing methods and human engineered skill models on three Open Learning Initiative courses. From the deep analysis, they conclude that eEpipHANY is an efficient, practical and quick method which can used in actual online courses than human crafted models. It is a collection of data mining techniques for automatic discovery. Using techniques and application for evidence-based course is a critical research for a success future online education.",4,1,3,5
"1408","Using data mining to predict secondary school student performance","This study use Business Intelligence (BI)/Data Mining (DM) techniques to model and predict student achievement in Portugal of two core classes (i.e. Mathematics and Portuguese) in secondary education, with two different data sources: mark reports and questionnaires. The aim of the research is to predict student achievement and if possible to identify the key variables that affect educational success/failure. Three input setups (e.g. with and without the school period grades) and four DM algorithms (e.g. Decision Trees, Random Forest, Neural Net-works and Support Vector Machines) will be tested by using RMiner. The cross-validation of 10 folds is also used to access the predictive performances. From the results, the linear function methods (DT and RF) achieve a higher predictive accuracy than the nonlinear function methods (NN and SVM). It may be explained by a high number of irrelevant inputs. It has shown that student achievement is highly affected by previous performances, and slightly affected by number of absences, parent’s job and education, alcohol consumption.    ",1,0,1,3
"1409","Developing a generalizable detector of when students game the system","Some students are smart and like to game the system, trying to cut corners and get the best grades with the least effort. They can do so that they are very talented, but, the devil is a tall order, this road has not worked, only continue to enrich their own knowledge, to find a new way.",6,1,5,2
"1410","Big Data in Education","From this video I have understood how simply classifier models work.Sepcificly diagnostic mertics. We could apply this kind of methodology on various question by computing kappa get a accuracy rate.",0,0,0,5
"1411","Cross Validation","Cross validation is a solution proposed to ensure that every data can be used as efficiently as possible for a limited data set without overfitting. A simple method is to divide the data set into several identical subsets, and use each subset as the test set in turn, and the others as the training set. We can get an optimal model as long as the bias of each model is calculated and averaged.",0,3,-3,5
"1412","Hands-On Programming with R","The first three chapter provides the fundamental code and introduction  to  R, which is useful for novice to learn.",0,0,0,1
"1413","Principal Component Analysis explained visually","pca is a useful method in eliminating the dimensions in the dataset, which is helpful to find the most principal factors.",0,0,0,3
"1414","Analyzing the Longitudinal K-12 Grading Histories of Entire Cohorts of Students: Grades, Data Driven Decision Making, Dropping out and Hierarchical Cluster Analysis","Bowers has used hierarchical cluster analysis heatmap to cluster k-12 students, with elementary, middle, and high school cumulative grades as variables for clustering. He has also attempted to correlated clusters with categorical variables such as dropout, ACT taking status, gender, and district. He compared heatmaps produced from GPA of different grades. From the heatmap, it is easy to find how many cluster there are based on the different colors of GPA's. It is also easy to find correlation between clusters and variables such as dropout, ACT taking, gender, and district. The higher students' GPA's are, the less likely they will drop out and the more likely they will have taken ACT.",2,2,0,3
"1415","Understanding Classrooms through Social Network Analysis: A Primer for Social Network Analysis in Education Research","This article introduces concepts, data collection and processing, methods, and analysis surrounding social network analysis (SNA), meanwhile providing resources for further study and research. Although having used a small dataset of a class, the case has illustrated the whole process of SNA. The case shows how to carry out descriptive, exploratory data analysis, as well as potential explanatory analysis concerning relationship between actor position in the network and education outcomes. Through comparing the two sociographs for the first and second exams, we may find obvious difference in terms of density and transitivity. We may also compare pattern changes in factors like gender, study group, and performance by observing shapes associated with these factors. The further exploration of change patterns for each group via the parallel coordinate plot can illustrate overall changes from exam 1 to exam 2. A similar, but more complex, visualization tool is a loomchart. For now, the SNA technique has developed advanced methods to test statistical hypotheses, as mentioned by the article. This is good for exploration of more complicated relationship.",3,3,0,4
"1416","Why Students Should Own Their Educational Data","It is possible to use online learning data to promote individualistic learning for students, but this is possible constrained by some conditions. Of course, with education data covering each student, teachers can know a student's idiosyncratic learning styles and provide this student with tailored advice in terms of how to effectively grasp the stuff the teacher is teaching. But this is only possible when the class size is not too big so that the teacher has the time to analyze and interpret the meaning behind the data and communicate with students to confirm the teacher's understanding of the data. If the the class contains, say, 50 students, the teacher will end up getting herself or himself too busy with dealing with education data, deprived of time to think about how to improve her or his teaching itself. With a big class in hand, the teacher may have to leave each student analyzing her data by herself. When this occurs, we never know how effective a role data will play in boosting individualistic education.  ",1,0,1,2
"1417","Knowledge tracing: Modeling the acquisition of procedural knowledge","This article shows the working mechanisms of a Bayesian cognitive model used in an intelligence tutoring system. The model simultaneously interacts with the students in their process of taking exercises, calculating the probability of their having mastered the skills underlying each problem they have done and determining whether to let students pass or giving them more exercises for practice. This system has a high internal validity as well a high external validity. That is, they are applicable to tests where students do the work by themselves without interacting with the tutor. The advantage of this Bayesian system lies in its ability to incorporate previous empirical information, i.e., whether students have done the exercises wrongly or rightly in the prior problems, its ability to use individualized parameters for each student, and its ability to adopt slipping and guessing parameters.",6,4,2,3
"1418","Learning Analytics and Educational Data Mining: Towards Communication and Collaboration","This essay is a good summary of the similarities and difference between educational data mining and learning analytics. They have a lot of similarities: Researchers in both areas learn machine learning concepts and attempt to explore patterns behind data in education. On the other hand, an essential difference lies in their purpose: Whereas data miners aim at data and techniques, learning analysts more focus on using data to help education practitioners to improve teaching. I agree with the authors' opinion that researchers in both areas should learn from each other and improve their respective research.",2,1,1,2
"1419","Evaluating Machine Learning Models","This article briefly summarizes the diagnostic measures for three types of algorithms in data mining, including classification, ranking, and regression. Each type has several different metrics which have different focuses and thus advantages and disadvantages. The article closes with caveats for problems with the data that may render the metrics problematic. The important thing in using theses measures is to realize each one's features and select appropriate one(s) for specific purposes.",0,5,-5,5
"1420","Why Is Measuring Learning So Difficult?","I agree that to measure learning is difficult, but this does not mean that it is impossible to give up measuring learning altogether. One difficulty lies with measuring learning process, but actually there are growth mixture models and a host of longitudinal models aimed to measure students' progression in terms of some education outcomes. Another effort has been made by Dr. Bowers in Teachers College who has managed to map students' overall academic information in heatmaps and Hilbert curves. More valuable, successful attempts will appear in the future. So, instead of complaining about futility of measuring learning, let us put more effort in devising effective means of measuring learning itself.",3,3,0,3
"1421","Saturday Morning Breakfast Cereal","This comic satirizes the current practice of forcing middle and high school students to learn math and then using standardized tests to examine their performance and punish those teachers who have not helped students to improve on such tests. The comic also implies that education policy makers may have confused correlation with causation. Entering engineering fields is correlated with being good at math, but may not be caused by that. The real cause may be interest and motivation which determine both entering into engineering career and good performance in math. This is shown in the comic where a child likes playing clocks because she likes engineering and you cannot force a child to enter engineering by forcing her to play with clocks.",4,1,3,2
"1422","The Data Wrangling Cheatsheet","This cheatsheet is very helpful, especially when it comes to dealing with data processing. Before viewing this cheatsheet, I only knew ""join"" and related methods to concatenate different datasets, but now I have the two powerful tools of tidyr and dplyr. The only thing is that I need to practice with the dozens of specific commands in the sheet before I can skillfully use them to process data.",2,0,2,1
"1423","Data wranglers: human interpreters to help close the feedback loop","The practices of hiring data wranglers to help interpret education data for education practitioners is inspiring. I was especially impressed by the fact that a wrangler wrote a 20-30-page report each month and helped administrators to interpret education data when the need arose. The data wranglers analyzed ranged from a small bar chart to education big data. I agree that such a job of data wrangling is very necessary for teachers and policy makers who may not know much about how to explore the meaning behind various types of data.",2,0,2,2
"1424","Zuckerberg is ploughing billions into 'personalised learning' – why?","This article discusses both the dangers and potential of personalized learning. A main problem mentioned is the lack of a definition for this type of learning. Without a definition, it will be rather difficult to talk about the advantages and disadvantages of personalized learning. If it is defined as letting students choose whatever they like to learn, of course the learning outcome will probably not optimistic since students tend to learn only easy or interested stuff. Two issues arising in the comments of this article are worth discussion. First, motivation of learning may take a large weight in deciding the learning outcome. With low motivation, it will be not easy to help students learn what they do not like. For those students, the first thing be to increase motivation first. Second, personalized learning does not necessarily mean that they may get more attention from teachers, which however tend to decide the learning outcome. One on one study is available only to the elite, and teachers need to pay sufficient attention to students even when they are using personalized teaching style.",4,4,0,2
"1425","Feature Selection","This short introduction to feature selection discusses two main reasons why we want to carry out this process. One reason is for interpretation and insight (knowledge discovery), and the other is for solving the dimensionality curse problem.",0,1,-1,5
"1426","RStudio Cheat Sheets","The most useful information in this cheatsheet concerns shiny R and formats. I've known something about Rmarkdown before, but that is limited to basic commands and formats. This cheatsheet tells me how to produce tales in Rmarkdown and produce Latex format text. This is very useful to someone who may need to produce clean format of math equations in papers.",1,2,-1,1
"1427","Translating Learning into Numbers: A Generic Framework for Learning Analytics","This articles gives a generic framework for learninganalytics which contains six dimensions, like data, stakeholders, and objective. The meaningfulness of this framework is that it connects relevant parties in education and illuminates how these parties are connected around the area of learning analytics. As mentioned by the authors, this framework is not intended to be perfect and applicable to every scenario in education, but that education practitioners may revise this framework and make it useful to their specific purposes.",2,0,2,2
"1428","Teaching Recommender Systems at Large Scale: Evaluation and Lessons Learned from a Hybrid MOOC","This is a comprehensive study on a MOOC course on recommendation system by the computer science department of University of Minnesota. PCA analysis is limited to Section 4.4 Preliminary Analyses where the authors explored reasons why students registered this course and found four factors with eigenvalues over 1. But the essay is not limited to PCA. It did many regression analyses, attempting to figure out variables significantly predicting outcomes such as  final grades and retention (five months after the course ended). The authors also compared face-to-face students and online students, with the former commonly prevailing on the outcomes they studied. Yet, the authors gave caveats that the small size of the former group of students might have made the results not statistically convincing. This article more than showed details of researching PCA or even MOOC courses. It also discussed interactions from students, the qualitative part. Some students applied what they learned to their businesses or work immediately out of a specific lesson. This shows the utility of this recommendation system course.",4,3,1,4
"1429","Machine Beats Experts: Automatic Discovery of Skill Models for Data-Driven Online Course Refinement","This article introduces an automatic way of finding out the Q matrix of item-skill correspondence. The new method is more complex than the currently popular LFA method, incorporating several machine learning algorithms such as matrix factorization, bag-of-words modeling, and clustering. The method also uses AFM or BKT method. I noticed two potential areas for further study: Add bag-of-words keyword information to expand the V-matrix, and explore whether AFM vs. BKT favors different search algorithms. These two areas are interesting. The first study may further automize the proposed method, making it possible to reduce participation from humans. The second study can provide suggestions as to which search algorithm needs which evaluation criterion.",3,2,1,5
"1430","Chapter 1: Social Network Data","This chapter focuses on basic concepts and issues around social network analysis (SNA). More specifically, emphasis is given to difference between conventional inferential statistics and descriptive statistics involving SNA. This chapter also describes SNA's data collection methods and scales of data measurement. An interesting topic lies in the Note section where the authors briefly discusses methods to test hypotheses using random sampling methods.",0,1,-1,4
"1431","Learning Analytics Dashboards","This article is a general introduction to the process of data visualization in education. It is helpful to know that this process starts from researchers having questions, with visualization itself beginning from sketching on a paper or blackboard before moving to visualization libraries like d3.js and Processing. Especially inspiring is the multiple realization of the difference between the two numbers, 37 and 75. To obtain a more detailed understanding of how to visualize data in learning analytics, we need to learn specific techniques.",1,0,1,2
"1432","Measurement and its Uses in Learning Analytics","For me who major in measurement and evaluation, this article has provided a systematic review of the theories and other relevant issues in psychometrics. This articles has done a brief yet comprehensive review of classical testing theory, IRT, CFA, DCM, GMM, and other models commonly used in measurement research. The value of this paper far extends the implied scope in the title ""learning analytics"": Anyone interested in psychometrics and intends to have a general understanding of this area will probably find this article a valuable reference and a good starting point. The author is justified in terms of reviewing concepts and theories in psychometrics for learning analytics researchers. After all, measurement is a prerequisite for any researcher intended to carry out an empirical study. To test a hypothesis which involves relationship between concepts, researchers first need to know how to operationalize these concepts before they may be able to empirically test their relationship.",2,0,2,5
"1433","Predictive Modelling in Teaching and Learning","This article is a general introduction to issues of predictive modeling in education. It refers to data collection, feature engineering, common algorithms, diagnostic measures of model evaluation, and challenges and opportunities for researchers in the area of predictive modeling. An inspiring categorization of data is time-based, state-based, and event-driven. This division can help us to better understand the difference of our data. A suggestion the authors gave on how to deal with missing data may be controversial. They suggested using common values (e.g., mean) or values of similar data points, but statisticians have warned against using such methods. They may narrow the standard deviation or have other problems. Instead, the missing values may be computed with appropriate algorithms if the missing patterns are completely random.",1,5,-4,5
"1434","Ethics and Learning Analytics: Charting the (Un)Charted","This article attempts to specify ethic principles for the newly emerged field of learning analytics. This effort is worthwhile and necessary since former ethic rules, although providing some insight for learning analytics, may be not applicable good enough. The introduction of the history of ethics for learning analytics is informative, allowing us to trace the history back to the Open University, the operation of which accumulates a large amount of data and makes it necessary to lay down rules concerning how to protect the data of the University's students. The article mentions ethic principles established by many different institutions and conferences, which means that for now there still lacks a popular set of rules acceptable to most, if not all, learning analytics researchers and practitioners. Anyhow, a good point of this article is that in the future interested organizations may refer to this article for inspiration when they need to establish their own ethic rules. Perhaps one day learning analytics institutions' leaders may sit together and produce a set of rules covering almost all possible uses of education data.",5,2,3,2
"1435","Going Beyond Better Data Prediction to Create Explanatory Models of Educational Data","The authors aim to promote explanatory modeling efforts in the area of educational data mining, an area long prevalent with predictive modeling attempts. The focus is on cognitive model discovery where researchers use Q-matrix (including KC's) and AFM to discover new KC's that have better fit than expert-defined KC's. The article mentions three models: DFA, LFA, and SimStuden (software). By comparing results to models only with expert efforts, the authors found that the automated cognitive models have better fits. The conclusion of this article is balanced. The authors emphasize the role of experts in exploring cognitive models, which they believe tends to make the derived models more interpretable, although another article in the reading of several weeks ago promotes totally automated modeling. For interpretability, the authors have included both understanding why and how: Why some variables should be included, and how the results can help to improve instructions. Of course, the authors also stress that both independent and dependent variables should correspond to constructs.",3,2,1,5
"1436","Statistical graphics: making information clear – and beautiful","The authors have revised a poor graph and represented it with R as an appealing graph illustrating information interesting to potential readers. The usefulness of this article is that it has spelled out principles in terms of purpose of the graph, revision guidelines, and guidelines for multiple graphs.",1,1,0,2
"1437","How to display data badly","Knowing how to produce poor-quality graphs helps us to notice bad practices and thus attempt to avoid these practices when we are drawing our own graphs. Some principles in this article are objective: Data density index, Perceptual distortion, and Data-ink ratio, whereas other rules may be subjective but insightful. Perhaps, I can summarize some of the author's rules with names like ""simplicity, consistency, clarity, efficiency, context, focus, sufficiency, label, and alternative"". These principles are similar to those in academic writing.",3,2,1,2
"1438","Infovis and Statistical Graphics: Different Goals, Different Looks (with discussion)","This article clarifies the difference between the goal of discovery and communication in data visualization, with the former being the main goal of statisticians and the latter of Infovis experts. More specifically, statisticians prefer traditional graphical means, such as scatterplots, lines, and bars, to make comparisons, whereas Infovis people favor unique, creative design of graphs to catch audience's attention. The argument of the authors that statisticians should focus on making comparisons, presenting information, and discovering patterns from data is convincing, and this cogency of argument is reflected in the multitude of examples in the article. Many so-called ""best"" graphs from the Infovis world, although able to catch attention, are no use in giving much information about the data. Finally, the author's suggestion that experts from both fields should learn from each other is a helpful attempt to bridge the gap between the graphs from both groups.",4,0,4,2
"1439","Junkcharts Trifecta Checkup: The Definitive Guide","It is insightful for the author to divide poor quality graphics into categories according to differing combinations of three factors--questions, data, and visualization. The examples are illustrative to some extent, but may not be illuminating owing to lacking the context where these graphs appeared. By only looking at the graphs, we may find it difficult to find out what questions these graphs are aimed to answer, why the data are improper, or why the visual effect is poor. If the goals of the graph producers are different from understanding of the author, different judgment of their quality may arise.",0,5,-5,2
"1440","Cluster","One interesting point of this introduction is how to determine the number of clusters for a dataset. One is F-test, and the other is proportional reduction in error (PRE). It is good to have an applet to show the working mechanism of clustering, but it cannot be viewed on my computer.",2,1,1,1
"1441","Measurement and its Uses in Learning Analytics","In the first part the author clarifies what is psychological measurement and mention that it comprises some parts like defining a construct and specifying measurement instruments. Then in next part the author provides a bit more depth about measurement models and their uses in learning analytics and educational data mining. Finally, the author revisits the important subject of error and emphasis that practitioners should use with care.  ",1,1,0,5
"1442","Ethics and Learning Analytics: Charting the (Un)Charted","This chapter provides an overview of the development of our thinking by setting the context: why ethics is relevant firstly and establishing ethical principles in the broader context of the forces shaping higher education and the roles of data and evidence, Finally, the author concludes by mapping future issues for consideration.  ",0,0,0,2
"1443","Predictive Modelling in Teaching and Learning","The article describes some considerations when using predictive modelling, followed by the workflow of using predictive modelling in teaching and learning including like problem identification and data collection. Then the article lists some popular methods for build and evaluating models. Finally, the practice is discussed as well as some challenges and opportunities.",3,1,2,3
"1444","Going Beyond Better Data Prediction to Create Explanatory Models of Educational Data","The article reviews educational data mining efforts that have produced explanatory models and, in turn, can lead to improvements to learning outcomes and/or learning theory. Starting with cognitive models refinement and discovery, the article discusses some technologies applied in cognitive models. Then it describes how to move towards building explanatory models.",1,0,1,5
"1445","Junkcharts Trifecta Checkup: The Definitive Guide","This blog is a guidance on Junk Charts Trifecta Checkup, a general framework for data visualization criticism. The Trifecta Checkup involves three investigations: What is the question? What does the data say? What does the visual say? The author elaborates on eight types of critiques with an example from a prior post on Junk Charts.",0,3,-3,2
"1446","Understanding Classrooms through Social Network Analysis: A Primer for Social Network Analysis in Education Research","Social interactions between students plays an important role in undergraduate education. This article conducts descriptive analyses of the structure of the network and explores generative processes to build observed study networks. Starting with an introduction to network concepts, the author elaborates on their process of data collection and analysis and finally leads to a summary of their work.  ",2,0,2,4
"1447","Why Students Should Own Their Educational Data","This blog records the discussion between The Chronicle and Mr. Rose, who believes that technology can help to customize teaching materials by giving educators detailed data on students and the ability. There are many questions like what’s wrong with the idea of the average learner or how does that theory apply to learning and Mr. Rose have his answers.    ",1,1,0,2
"1448","Learning Analytics and Educational Data Mining: Towards Communication and Collaboration","Testing Learning analytics and educational data mining: towards communication and collaboration",0,0,0,2
"1449","Evaluating Machine Learning Models","In this blog the author takes us to a tour of machine learning model evaluation focusing on two questions: How would one measure the success of a machine learning model? And how would we know when to stop and call it good? Starting with the basic workflow of machine learning, the author elaborates on performance evaluation metrics such as average accuracy, log-loss, and area under the curve.",2,0,2,5
"1450","Why Opting Out of Student Data Collection Isn’t the Solution","The author shows why opting out of student data collection isn’t the solution by answering three questions: How Data Collection Helps Students, When to Opt-Out and Why Opting Out Isn’t the Solution?",0,0,0,2
"1451","Saturday Morning Breakfast Cereal","This comic shoes the progress that a sociological discovery that most elite engineers were observed disassembling and reassembling clocks as children finally came into a policy to force all students do clock homework.",1,0,1,2
"1452","Zuckerberg is ploughing billions into 'personalised learning' – why?","This article explains why Zuckerberg is ploughing billions into personalized learning. Starting with a brief introduction to personalized learning, the article tells the dangers of personalized learning and where personalized learning could help and finally sum up with a compromise approach.",0,1,-1,2
"1453","Feature Selection","I may take the online course later to learn Machine Learning",0,0,0,5
"1454","Chapter 1: Social Network Data","This is an introduction to social network methods including to a introduction to the difference about social network data, the nodes or actors part of network data, populations, samples, and boundaries and what ties or relations are to be measured for the selected nodes. The article also mentions the sampling ties.",0,0,0,4
"1455","RStudio Cheat Sheets","Useful cheat sheet for R Markdown function.",0,1,-1,1
"1456","Translating Learning into Numbers: A Generic Framework for Learning Analytics","Internal limitations-information delivery. External Constaints:single occasion.E.g. kids temporature move up and down. Some parents send kids to the hospital because they don't know about the fluctuation. Another example is that my data is assignment grade. The higher the grade I have, I will be more confident. If I am sick in an exam and I got low grade, I will be really upset. This explains the internal limitations. The external constaints, if the learning materials or questions order are not always constant. There is big differences between reflection and prediction. GRE is a really complex instrument behind that. The temperature of the testing room, how frequent of the proctors' walk through.    ",1,4,-3,3
"1457","Cross Validation","Cross-validation is a resampling procedure used to evaluate machine learning models on a limited data sample. The procedure has a single parameter called k that refers to the number of groups that a given data sample is to be split into. As such, the procedure is often called k-fold cross-validation.",0,2,-2,5
"1458","Hands-On Programming with R","This is the website for “Hands-On Programming with R” which teach how to program in R with hands-on examples. Throughout this introduction you’ll learn how to load data, assemble and disassemble data objects, navigate R’s environment system, write your own functions, and use all of R’s programming tools.",0,0,0,1
"1459","Principal Component Analysis explained visually","This is a visually demo of Principal component analysis (PCA), a technique used to emphasize variation and bring out strong patterns in a dataset. 2D and 3D examples are given and you can drag the points to see some adjusts.",1,1,0,3
"1460","Measurement and its Uses in Learning Analytics","ARTEMAS - The most interesting part of this article to me is the ""what are we measuring"" portion. There are so many variables that influence learning and it is important to understand the epistemology behind why we do what we do. The data backed claims of LA on the EPA triad will hopefully help us make insightful conclusions about how learning is improved.",1,0,1,2
"1461","Ethics and Learning Analytics: Charting the (Un)Charted","ARTEMAS - The interesting part about this article is the ethics and macro-principles behind learning analytics and the collection and subsequent use of big data. I personally don't see the use of data as a hindrance to my or a student's well-being. As long as people are aware that data is being collected, I don't see how it can hinder growth. Instead we should help people understand what data is and how it is being gathered and used so that they can make decisions (moral and ethical) about data for themselves.",2,1,1,2
"1462","Predictive Modelling in Teaching and Learning","ARTEMAS - As an ex-teacher I find this to be quite problematic. We are taught to always work from a backwards planning approach, so therefore there is very little need to predict anything really. We basically begin the year and the unit and the curriculum by detailing what we would like students to know after a given amount of time, then we try our best to get them there through the act of teaching and learning. I'm struggling to find where predictive analytics comes into play here.",3,2,1,2
